Date,Ticker,Close,Volume
2024-03-11,EXUS,28.44499969482422,814.0
2024-03-18,EXUS,29.045000076293945,15983.0
2024-03-25,EXUS,29.280000686645508,31998.0
2024-04-01,EXUS,28.829999923706055,66616.0
2024-04-08,EXUS,28.889999389648438,86155.0
2024-04-15,EXUS,28.3799991607666,82654.0
2024-04-22,EXUS,28.809999465942383,90925.0
2024-04-29,EXUS,28.774999618530273,28343.0
2024-05-06,EXUS,29.420000076293945,72242.0
2024-05-13,EXUS,29.55500030517578,67744.0
2024-05-20,EXUS,29.434999465942383,66865.0
2024-05-27,EXUS,29.329999923706055,54129.0
2024-06-03,EXUS,29.59000015258789,65589.0
2024-06-10,EXUS,29.079999923706055,123367.0
2024-06-17,EXUS,29.170000076293945,111014.0
2024-06-24,EXUS,29.325000762939453,51193.0
2024-07-01,EXUS,29.549999237060547,99211.0
2024-07-08,EXUS,30.05500030517578,65399.0
2024-07-15,EXUS,29.354999542236328,124512.0
2024-07-22,EXUS,29.315000534057617,73774.0
2024-07-29,EXUS,28.19499969482422,78143.0
2024-08-05,EXUS,28.3799991607666,176823.0
2024-08-12,EXUS,29.290000915527344,58047.0
2024-08-19,EXUS,29.68000030517578,55430.0
2024-08-26,EXUS,30.06999969482422,48644.0
2024-09-02,EXUS,28.9950008392334,106728.0
2024-09-09,EXUS,29.65999984741211,50644.0
2024-09-16,EXUS,29.69499969482422,55408.0
2024-09-23,EXUS,30.385000228881836,42464.0
2024-09-30,EXUS,30.260000228881836,80870.0
2024-10-07,EXUS,30.350000381469727,77452.0
2024-10-14,EXUS,30.395000457763672,137832.0
2024-10-21,EXUS,29.989999771118164,71812.0
2024-10-28,EXUS,29.670000076293945,99032.0
2024-11-04,EXUS,29.8799991607666,99643.0
2024-11-11,EXUS,29.780000686645508,77704.0
2024-11-18,EXUS,30.360000610351562,178543.0
2024-11-25,EXUS,30.385000228881836,141064.0
2024-12-02,EXUS,30.81999969482422,203242.0
2024-12-09,EXUS,30.5,130842.0
2024-12-16,EXUS,29.764999389648438,225734.0
2024-12-23,EXUS,29.954999923706055,75121.0
2024-12-30,EXUS,30.200000762939453,513381.0
2025-01-06,EXUS,30.524999618530273,169920.0
2025-01-13,EXUS,30.7450008392334,209349.0
2025-01-20,EXUS,31.059999465942383,184170.0
2025-01-27,EXUS,31.56999969482422,545814.0
2025-02-03,EXUS,31.729999542236328,291335.0
2025-02-10,EXUS,32.04999923706055,362833.0
2025-02-17,EXUS,32.125,518823.0
2025-02-24,EXUS,32.025001525878906,598716.0
2025-03-03,EXUS,31.459999084472656,902608.0
2025-03-10,EXUS,31.135000228881836,689584.0
2025-03-17,EXUS,31.510000228881836,827888.0
2025-03-24,EXUS,31.03499984741211,612349.0
2025-03-31,EXUS,28.3799991607666,754478.0
2025-04-07,EXUS,28.010000228881836,1281511.0
2025-04-14,EXUS,29.19499969482422,615624.0
2025-04-21,EXUS,30.03499984741211,655207.0
2025-04-28,EXUS,30.899999618530273,515368.0
2025-05-05,EXUS,31.19499969482422,641586.0
2025-05-12,EXUS,31.885000228881836,500918.0
2025-05-19,EXUS,31.65999984741211,532170.0
2025-05-26,EXUS,31.979999542236328,331659.0
2025-06-02,EXUS,32.084999084472656,571011.0
2025-06-09,EXUS,31.770000457763672,351017.0
2025-06-16,EXUS,31.3700008392334,442306.0
2025-06-23,EXUS,31.850000381469727,408539.0
2025-06-30,EXUS,31.610000610351562,470962.0
2025-07-07,EXUS,31.665000915527344,333704.0
2025-07-14,EXUS,31.719999313354492,353913.0
2025-07-21,EXUS,32.10499954223633,276990.0
2025-07-28,EXUS,31.399999618530273,468131.0
2025-08-04,EXUS,32.3849983215332,346123.0
2025-08-11,EXUS,32.810001373291016,307744.0
2025-08-18,EXUS,33.11000061035156,580585.0
2025-08-25,EXUS,32.64500045776367,482139.0
2025-09-01,EXUS,32.66999816894531,488903.0
2025-09-08,EXUS,33.119998931884766,455288.0
2025-09-15,EXUS,33.1150016784668,560853.0
2025-09-22,EXUS,33.07500076293945,534581.0
2025-09-29,EXUS,33.154998779296875,69726.0
2020-01-06,SXR8,293.0899963378906,118471.0
2020-01-13,SXR8,297.9100036621094,85491.0
2020-01-20,SXR8,299.1099853515625,315926.0
2020-01-27,SXR8,290.95001220703125,233692.0
2020-02-03,SXR8,303.4200134277344,262669.0
2020-02-10,SXR8,310.4100036621094,143411.0
2020-02-17,SXR8,307.0799865722656,156253.0
2020-02-24,SXR8,264.5,452334.0
2020-03-02,SXR8,260.20001220703125,561674.0
2020-03-09,SXR8,228.61000061035156,497402.0
2020-03-16,SXR8,221.4499969482422,458135.0
2020-03-23,SXR8,229.8699951171875,373732.0
2020-03-30,SXR8,230.60000610351562,293450.0
2020-04-06,SXR8,255.17999267578125,252982.0
2020-04-13,SXR8,260.6700134277344,193049.0
2020-04-20,SXR8,258.79998779296875,163124.0
2020-04-27,SXR8,265.9599914550781,129752.0
2020-05-04,SXR8,268.8399963378906,209157.0
2020-05-11,SXR8,261.7699890136719,523386.0
2020-05-18,SXR8,269.9100036621094,175209.0
2020-05-25,SXR8,271.239990234375,180611.0
2020-06-01,SXR8,284.1099853515625,184378.0
2020-06-08,SXR8,270.57000732421875,263114.0
2020-06-15,SXR8,280.4599914550781,281186.0
2020-06-22,SXR8,270.760009765625,279625.0
2020-06-29,SXR8,278.54998779296875,136185.0
2020-07-06,SXR8,280.2300109863281,175635.0
2020-07-13,SXR8,282.5299987792969,113025.0
2020-07-20,SXR8,277.55999755859375,122270.0
2020-07-27,SXR8,275.2200012207031,76060.0
2020-08-03,SXR8,284.95001220703125,108963.0
2020-08-10,SXR8,286.5400085449219,89290.0
2020-08-17,SXR8,288.7099914550781,66197.0
2020-08-24,SXR8,294.9100036621094,62003.0
2020-08-31,SXR8,287.6300048828125,110170.0
2020-09-07,SXR8,284.5400085449219,199452.0
2020-09-14,SXR8,282.67999267578125,138480.0
2020-09-21,SXR8,282.7200012207031,115610.0
2020-09-28,SXR8,287.8299865722656,128526.0
2020-10-05,SXR8,295.1400146484375,107791.0
2020-10-12,SXR8,300.70001220703125,145152.0
2020-10-19,SXR8,293.4599914550781,150041.0
2020-10-26,SXR8,281.989990234375,181216.0
2020-11-02,SXR8,297.25,217449.0
2020-11-09,SXR8,303.44000244140625,176006.0
2020-11-16,SXR8,304.19000244140625,146243.0
2020-11-23,SXR8,306.7300109863281,108505.0
2020-11-30,SXR8,306.7200012207031,115401.0
2020-12-07,SXR8,303.3999938964844,138216.0
2020-12-14,SXR8,305.0799865722656,106041.0
2020-12-21,SXR8,306.3299865722656,62557.0
2020-12-28,SXR8,307.3900146484375,41318.0
2021-01-04,SXR8,314.010009765625,141964.0
2021-01-11,SXR8,315.20001220703125,107746.0
2021-01-18,SXR8,318.3599853515625,86375.0
2021-01-25,SXR8,310.55999755859375,127936.0
2021-02-01,SXR8,326.45001220703125,182593.0
2021-02-08,SXR8,327.0199890136719,126503.0
2021-02-15,SXR8,327.260009765625,124067.0
2021-02-22,SXR8,321.1199951171875,173501.0
2021-03-01,SXR8,318.1199951171875,195722.0
2021-03-08,SXR8,332.3599853515625,148062.0
2021-03-15,SXR8,333.3999938964844,119918.0
